Identifiant de document|Reference document|1 Articles CGI|2 Articles CGI|3 Articles CGI|4 Articles CGI|5 Articles CGI|No disposition|Date mutation|Nature mutation|Valeur fonciere|No voie|B/T/Q|Type de voie|Code voie|Voie|Code postal|Commune|Code departement|Code commune|Prefixe de section|Section|No plan|No Volume|1er lot|Surface Carrez du 1er lot|2eme lot|Surface Carrez du 2eme lot|3eme lot|Surface Carrez du 3eme lot|4eme lot|Surface Carrez du 4eme lot|5eme lot|Surface Carrez du 5eme lot|Nombre de lots|Code type local|Type local|Identifiant local|Surface reelle bati|Nombre pieces principales|Nature culture|Nature culture speciale|Surface terrain
|||||||000001|02/01/2024|Vente|346,50||||B020|LE DELIVRE|1230|CHALEY|01|76||B|514||||||||||||0||||||P||99
|||||||000002|03/01/2024|Vente|10000,00||||B007|CHEVRY DESSOUS|1170|CHEVRY|01|103||B|1782||||||||||||0||||||S||115
|||||||000001|08/01/2024|Vente|249000,00||||B086|PIN HAMEAU|1290|LAIZ|01|203||C|1065||||||||||||0||||||S||497
|||||||000001|03/01/2024|Vente|329500,00|29||PL|0500|DU JURA|1170|GEX|01|173||AI|551||175||29||||||||2|2|Appartement||89|4|||
|||||||000001|03/01/2024|Vente|329500,00|9001||PL|0500|DU JURA|1170|GEX|01|173||AI|551||50||||||||||1|3|Dépendance||0|0|||
|||||||000001|03/01/2024|Vente|329500,00|29||PL|0500|DU JURA|1170|GEX|01|173||AI|551||175||29||||||||2|3|Dépendance||0|0|||
|||||||000001|03/01/2024|Vente|329500,00|29||PL|0500|DU JURA|1170|GEX|01|173||AI|551||175||29||||||||2|3|Dépendance||0|0|||
|||||||000001|09/01/2024|Vente|20000,00||||B579|AU CHAUME|1110|PLATEAU D'HAUTEVILLE|01|185|186|A|4||||||||||||0||||||BR||1584
|||||||000001|09/01/2024|Vente|20000,00||||B606|LES FATES|1110|PLATEAU D'HAUTEVILLE|01|185|186|A|32||||||||||||0||||||BR||188
|||||||000001|09/01/2024|Vente|20000,00||||B606|LES FATES|1110|PLATEAU D'HAUTEVILLE|01|185|186|A|46||||||||||||0||||||BR||2532
|||||||000001|09/01/2024|Vente|20000,00||||B574|EN CHANAUD|1110|PLATEAU D'HAUTEVILLE|01|185|186|A|82||||||||||||0||||||P||2615
|||||||000001|09/01/2024|Vente|20000,00||||B562|LA BERROTIERE|1110|PLATEAU D'HAUTEVILLE|01|185|186|A|101||||||||||||0||||||BT||1890
|||||||000001|09/01/2024|Vente|20000,00||||B644|RADIOT|1110|PLATEAU D'HAUTEVILLE|01|185|186|A|175||||||||||||0||||||BT||926
|||||||000001|09/01/2024|Vente|20000,00||||B645|SUR LA RECULAZ|1110|PLATEAU D'HAUTEVILLE|01|185|186|A|198||||||||||||0||||||BT||843
|||||||000001|09/01/2024|Vente|20000,00||||B645|SUR LA RECULAZ|1110|PLATEAU D'HAUTEVILLE|01|185|186|A|244||||||||||||0||||||BT||2311
|||||||000001|05/01/2024|Vente|1265000,00|139||AV|9114|DE SUFFREN|75007|PARIS 07|75|107||BO|26||104|109,80|||||||||1|2|Appartement||109|5|||
|||||||000001|05/01/2024|Vente|1265000,00|139||AV|9114|DE SUFFREN|75007|PARIS 07|75|107||BO|26||139||||||||||1|4|Local industriel. commercial ou assimilé||105|0|||
|||||||000001|05/01/2024|Vente|135000,00|6||RUE|0212|D ALLERAY|75015|PARIS 15|75|115||BS|86||17|11,70|||||||||1|2|Appartement||11|1|||
|||||||000001|05/01/2024|Vente|80000,00|14||RUE|0272|AMELOT|75011|PARIS 11|75|111||BH|21||380||||||||||1|3|Dépendance||0|0|||
|||||||000001|03/01/2024|Vente|190000,00|34||RUE|8968|SIBUET|75012|PARIS 12|75|112||AC|73||624||863|21,60|||||||2|2|Appartement||22|1|||
|||||||000001|03/01/2024|Vente|22000,00|3||RUE|0372|ANTOINE BOURDELLE|75015|PARIS 15|75|115||CP|49||3||||||||||1|3|Dépendance||0|0|||
|||||||000001|08/01/2024|Vente|316000,00|41||RUE|6606|DU MOULIN VERT|75014|PARIS 14|75|114||CR|118||60||7|33,11|||||||2|3|Dépendance||0|0|||
|||||||000001|08/01/2024|Vente|316000,00|41||RUE|6606|DU MOULIN VERT|75014|PARIS 14|75|114||CR|118||60||7|33,11|||||||2|2|Appartement||34|1|||
|||||||000001|08/01/2024|Vente|475700,00|2||AV|2816|DU DOC ARNOLD NETTER|75012|PARIS 12|75|112||AE|52||9|58,68|||||||||1|3|Dépendance||0|0|||
|||||||000001|08/01/2024|Vente|475700,00|2||AV|2816|DU DOC ARNOLD NETTER|75012|PARIS 12|75|112||AE|52||9|58,68|||||||||1|2|Appartement||55|3|||
|||||||000001|04/01/2024|Vente|30000,00|25||RUE|6771|NICOLO|75016|PARIS 16|75|116||DO|102||28||||||||||1|3|Dépendance||0|0|||
|||||||000001|04/01/2024|Vente|570476,00|10||RUE|7546|POINSOT|75014|PARIS 14|75|114||AI|62||152|47,92|222||||||||2|2|Appartement||46|2|||
|||||||000001|04/01/2024|Vente|570476,00|10||RUE|7546|POINSOT|75014|PARIS 14|75|114||AI|62||152|47,92|222||||||||2|3|Dépendance||0|0|||
|||||||000001|04/01/2024|Vente|570476,00|10||RUE|7546|POINSOT|75014|PARIS 14|75|114||AI|62||152|47,92|222||||||||2|3|Dépendance||0|0|||
|||||||000001|04/01/2024|Vente|570476,00|10||RUE|7546|POINSOT|75014|PARIS 14|75|114||AI|62||152|47,92|222||||||||2|3|Dépendance||0|0|||
|||||||000001|03/01/2024|Vente|8000,00|96||RUE|6530|DE MONTREUIL|75011|PARIS 11|75|111||CN|52||12||||||||||1|3|Dépendance||0|0|||
|||||||000001|08/01/2024|Vente|1069200,00|24||RUE|3045|DUROC|75007|PARIS 07|75|107||BJ|9||207||242||||||||2|2|Appartement||88|4|||
|||||||000001|08/01/2024|Vente|1069200,00|24||RUE|3045|DUROC|75007|PARIS 07|75|107||BJ|9||207||242||||||||2|3|Dépendance||0|0|
|||||||000001|04/01/2024|Vente|650000,00|27||RUE|5026|JOUBERT|75009|PARIS 09|75|109||AL|54||90|60,44|||||||||1|4|Local industriel. commercial ou assimilé||59|0|||
|||||||000001|05/01/2024|Vente|195000,00|15||RUE|3777|FRAGONARD|75017|PARIS 17|75|117||DD|209||8|22,09|||||||||1|2|Appartement||25|1|||
|||||||000001|02/01/2024|Vente|4500000,00|8||AV|6450|MONTAIGNE|75008|PARIS 08|75|108||AK|45||476||||||||||1|3|Dépendance||0|0|||
|||||||000001|02/01/2024|Vente|4500000,00|8||AV|6450|MONTAIGNE|75008|PARIS 08|75|108||AK|45||164||||||||||1|3|Dépendance||0|0|||
|||||||000001|02/01/2024|Vente|4500000,00|8||AV|6450|MONTAIGNE|75008|PARIS 08|75|108||AK|45||233||681|145,22|||||||2|2|Appartement||162|3|||
|||||||000001|02/01/2024|Vente|4500000,00|8||AV|6450|MONTAIGNE|75008|PARIS 08|75|108||AK|45||19||||||||||1|3|Dépendance||0|0|||
|||||||000001|02/01/2024|Vente|4500000,00|8||AV|6450|MONTAIGNE|75008|PARIS 08|75|108||AK|45||233||681|145,22|||||||2|3|Dépendance||0|0|||
|||||||000001|03/01/2024|Vente|275000,00|3||BD|7006|DU PALAIS|75004|PARIS 04|75|104||AY|1||17|17,31|26||27||||||3|2|Appartement||10|1|||
|||||||000001|04/01/2024|Vente|901200,00|54||RUE|2523|DES DAMES|75017|PARIS 17|75|117||CL|63||17||||||||||1|3|Dépendance||0|0|||
|||||||000001|04/01/2024|Vente|901200,00|54||RUE|2523|DES DAMES|75017|PARIS 17|75|117||CL|63||48||49||||||||2|2|Appartement||75|3|||
|||||||000001|03/01/2024|Vente|447000,00|18||PL|6033|DU MARCHE ST HONORE|75001|PARIS 01|75|101||AZ|87||27||5||||||||2|2|Appartement||33|2|||
|||||||000001|03/01/2024|Vente|447000,00|18||PL|6033|DU MARCHE ST HONORE|75001|PARIS 01|75|101||AZ|87||27||5||||||||2|3|Dépendance||0|0|||
|||||||000001|08/01/2024|Vente|561000,00|6||RUE|1601|CASTEX|75004|PARIS 04|75|104||AP|21||6|40,41|8|40,41|||||||2|3|Dépendance||0|0|||
|||||||000001|08/01/2024|Vente|561000,00|6||RUE|1601|CASTEX|75004|PARIS 04|75|104||AP|21||6|40,41|8|40,41|||||||2|2|Appartement||43|2|||
|||||||000001|08/01/2024|Vente|357745,94|21||RUE|2534|DAMREMONT|75018|PARIS 18|75|118||AT|8||26||32||||||||2|3|Dépendance||0|0|||
|||||||000001|08/01/2024|Vente|357745,94|21||RUE|2534|DAMREMONT|75018|PARIS 18|75|118||AT|8||26||32||58||||||3|2|Appartement||10|1|||
|||||||000001|10/01/2024|Vente|185000,00|27||RUE|7000|PAJOL|75018|PARIS 18|75|118||DD|65||246|32,46|||||||||1|2|Appartement||30|1|||
|||||||000001|09/01/2024|Vente|555000,00|18||RUE|1561|CAROLINE|75017|PARIS 17|75|117||CM|21||26||27|51,05|64||||||3|3|Dépendance||0|0|||
|||||||000001|09/01/2024|Vente|555000,00|18||RUE|1561|CAROLINE|75017|PARIS 17|75|117||CM|21||26||27|51,05|64||||||3|2|Appartement||52|3|||
|||||||000001|09/01/2024|Vente|50000,00|4||RUE|6364|MILNE EDWARDS|75017|PARIS 17|75|117||AW|65||25|6,55|||||||||1|3|Dépendance||0|0|||
|||||||000001|08/01/2024|Vente|500000,00|11||RUE|8365|DES ROSES|75018|PARIS 18|75|118||CZ|62||29|70,59|30||||||||2|2|Appartement||67|4|||
|||||||000001|08/01/2024|Vente|500000,00|11||RUE|8365|DES ROSES|75018|PARIS 18|75|118||CZ|62||29|70,59|30||||||||2|3|Dépendance||0|0|||
|||||||000001|04/01/2024|Vente|431500,00|244||RUE|7904|DES PYRENEES|75020|PARIS 20|75|120||BV|98||11|51,40|46||||||||2|3|Dépendance||0|0|||
|||||||000001|04/01/2024|Vente|431500,00|244||RUE|7904|DES PYRENEES|75020|PARIS 20|75|120||BV|98||11|51,40|46||||||||2|2|Appartement||46|2|||
|||||||000001|08/01/2024|Vente|1698700,00|65||RUE|8291|DU ROCHER|75008|PARIS 08|75|108||BX|18||55||62||63|127,74|||||3|3|Dépendance||0|0|||
|||||||000001|08/01/2024|Vente|1698700,00|65||RUE|8291|DU ROCHER|75008|PARIS 08|75|108||BX|18||24|127,74|49||64||||||3|2|Appartement||63|2|||
|||||||000001|08/01/2024|Vente|1698700,00|65||RUE|8291|DU ROCHER|75008|PARIS 08|75|108||BX|18||55||62||63|127,74|||||3|2|Appartement||72|3|||
|||||||000001|08/01/2024|Vente|1698700,00|65||RUE|8291|DU ROCHER|75008|PARIS 08|75|108||BX|18||24|127,74|49||64||||||3|3|Dépendance||0|0|||
|||||||000001|08/01/2024|Vente|1698700,00|65||RUE|8291|DU ROCHER|75008|PARIS 08|75|108||BX|18||55||62||63|127,74|||||3|3|Dépendance||0|0|||
|||||||000001|05/01/2024|Vente|151000,00|36||RUE|3394|ETIENNE MAREY|75020|PARIS 20|75|120||BN|124||36|16,83|||||||||1|2|Appartement||17|1|||
|||||||000001|10/01/2024|Vente|548600,00|31||RUE|8847|SAUSSURE|75017|PARIS 17|75|117||CJ|55||27|47,76|28|47,76|||||||2|3|Dépendance||0|0|||
|||||||000001|10/01/2024|Vente|548600,00|31||RUE|8847|SAUSSURE|75017|PARIS 17|75|117||CJ|55||27|47,76|28|47,76|||||||2|2|Appartement||48|2|||
|||||||000001|04/01/2024|Vente|220000,00|8||RUE|1139|BOUCRY|75018|PARIS 18|75|118||CW|57||1602||186|61,36|||||||2|3|Dépendance||0|0|||
|||||||000001|04/01/2024|Vente|220000,00|8||RUE|1139|BOUCRY|75018|PARIS 18|75|118||CW|57||1602||186|61,36|||||||2|3|Dépendance||0|0|||
|||||||000001|04/01/2024|Vente|220000,00|8||RUE|1139|BOUCRY|75018|PARIS 18|75|118||CW|57||700||||||||||1|3|Dépendance||0|0|||
|||||||000001|04/01/2024|Vente|220000,00|8||RUE|1139|BOUCRY|75018|PARIS 18|75|118||CW|57||1602||186|61,36|||||||2|2|Appartement||65|3|||
|||||||000001|09/01/2024|Vente|12000,00|242||RUE|7904|DES PYRENEES|75020|PARIS 20|75|120||BV|71||64||||||||||1|3|Dépendance||0|0|||
|||||||000001|03/01/2024|Vente|40000,00|52||RUE|2523|DES DAMES|75017|PARIS 17|75|117||CL|64||18||||||||||1|3|Dépendance||0|0|||
|||||||000001|10/01/2024|Vente|416000,00|218||RUE|3522|DU FBG ST MARTIN|75010|PARIS 10|75|110||BW|63||27|45,42|46||||||||2|2|Appartement||38|2|||
|||||||000001|10/01/2024|Vente|416000,00|218||RUE|3522|DU FBG ST MARTIN|75010|PARIS 10|75|110||BW|63||27|45,42|46||||||||2|3|Dépendance||0|0|||
|||||||000001|08/01/2024|Vente|258000,00|3||RUE|2743|DESIRE RUGGIERI|75018|PARIS 18|75|118||AG|48||130||||||||||1|2|Appartement||16|1|||
|||||||000001|08/01/2024|Vente|258000,00|3||RUE|2743|DESIRE RUGGIERI|75018|PARIS 18|75|118||AG|48||129|29,83|||||||||1|2|Appartement||16|1|||
|||||||000001|03/01/2024|Vente|690000,00|21||RUE|7572|DE POITOU|75003|PARIS 03|75|103||AQ|75||12||13||14||15||16||7|2|Appartement||70|4|||
|||||||000001|03/01/2024|Vente|690000,00|21||RUE|7572|DE POITOU|75003|PARIS 03|75|103||AQ|75||12||13||14||15||16||7|3|Dépendance||0|0|||
|||||||000001|10/01/2024|Vente|375000,00|5||RUE|4614|HERMANN LACHAPELLE|75018|PARIS 18|75|118||BW|122||10||55||||||||2|2|Appartement||50|3|||
|||||||000001|10/01/2024|Vente|375000,00|5||RUE|4614|HERMANN LACHAPELLE|75018|PARIS 18|75|118||BW|122||10||55||||||||2|3|Dépendance||0|0|||
|||||||000001|08/01/2024|Vente|335000,00|15||RUE|9112|DE SUEZ|75018|PARIS 18|75|118||CG|22||6|43,39|||||||||1|2|Appartement||44|2|||
|||||||000001|08/01/2024|Vente|335000,00|15||RUE|9112|DE SUEZ|75018|PARIS 18|75|118||CG|22||6|43,39|||||||||1|3|Dépendance||0|0|||
|||||||000001|04/01/2024|Vente|500000,00|8||RUE|4295|DE GRANGE BATELIERE|75009|PARIS 09|75|109||AU|45||7|32,00|||||||||1|2|Appartement||32|2|||
|||||||000001|08/01/2024|Vente|175000,00|247||RUE|3522|DU FBG ST MARTIN|75010|PARIS 10|75|110||AF|34||116|20,79|117||120||||||3|3|Dépendance||0|0|||
|||||||000001|08/01/2024|Vente|175000,00|247||RUE|3522|DU FBG ST MARTIN|75010|PARIS 10|75|110||AF|34||116|20,79|117||120||||||3|2|Appartement||20|2|||
|||||||000001|05/01/2024|Vente|741000,00|119||RUE|9506|DE TURENNE|75003|PARIS 03|75|103||AJ|58||20||7||||||||2|3|Dépendance||0|0|||
|||||||000001|05/01/2024|Vente|741000,00|119||RUE|9506|DE TURENNE|75003|PARIS 03|75|103||AJ|58||20||7||||||||2|2|Appartement||55|3|||
|||||||000001|10/01/2024|Vente|253000,00|12||RUE|9771|VICTOR LETALLE|75020|PARIS 20|75|120||BX|25||23|27,02|41||||||||2|3|Dépendance||0|0|||
|||||||000001|10/01/2024|Vente|253000,00|12||RUE|9771|VICTOR LETALLE|75020|PARIS 20|75|120||BX|25||23|27,02|41||||||||2|2|Appartement||27|2|||
|||||||000001|09/01/2024|Vente|368000,00|207||RUE|5240|LA FAYETTE|75010|PARIS 10|75|110||AG|18||10||84||||||||2|2|Appartement||40|2|||
|||||||000001|08/01/2024|Vente|59000,00|7||RUE|0900|DE BERNE|75008|PARIS 08|75|108||BZ|14||21|7,30|||||||||1|3|Dépendance||0|0|||
|||||||000001|04/01/2024|Vente|445000,00|27||RUE|8076|REBEVAL|75019|PARIS 19|75|119||EE|16||173||18|65,94|||||||2|3|Dépendance||0|0|||
|||||||000001|04/01/2024|Vente|445000,00|27||RUE|8076|REBEVAL|75019|PARIS 19|75|119||EE|16||173||18|65,94|||||||2|2|Appartement||66|3|||
|||||||000001|04/01/2024|Vente|445000,00|27||RUE|8076|REBEVAL|75019|PARIS 19|75|119||EE|16||730||||||||||1|3|Dépendance||0|0|||
|||||||000001|04/01/2024|Vente|445000,00|27||RUE|8076|REBEVAL|75019|PARIS 19|75|119||EE|16||173||18|65,94|||||||2|3|Dépendance||0|0|||
|||||||000001|04/01/2024|Vente|85000,00|207||RUE|8699|SAINT MAUR|75010|PARIS 10|75|110||BL|9||161||3|10,50|||||||2|2|Appartement||19|1|||
|||||||000001|05/01/2024|Vente|280000,00|2||QUAI|4180|DE GESVRES|75004|PARIS 04|75|104||AE|2||14||||||||||1|3|Dépendance||0|0|||
|||||||000001|05/01/2024|Vente|280000,00|2||QUAI|4180|DE GESVRES|75004|PARIS 04|75|104||AE|2||15||||||||||1|2|Appartement||86|3|||
|||||||000001|05/01/2024|Vente|280000,00|2||QUAI|4180|DE GESVRES|75004|PARIS 04|75|104||AE|2||15||||||||||1|3|Dépendance||0|0|||
|||||||000001|10/01/2024|Vente|860000,00|235||BD|7258|PEREIRE|75017|PARIS 17|75|117||AE|31||15||||||||||1|2|Appartement||22|2|||
|||||||000001|10/01/2024|Vente|860000,00|235||BD|7258|PEREIRE|75017|PARIS 17|75|117||AE|31||28||||||||||1|3|Dépendance||0|0|||
|||||||000001|10/01/2024|Vente|860000,00|235||BD|7258|PEREIRE|75017|PARIS 17|75|117||AE|31||16||||||||||1|2|Appartement||11|1|||
|||||||000001|11/01/2024|Vente|223247,00|23||RUE|9092|STEPHENSON|75018|PARIS 18|75|118||CG|96||44||47|25,15|||||||2|2|Appartement||24|2|||
|||||||000001|10/01/2024|Vente|500000,00|37||RUE|2921|DOUDEAUVILLE|75018|PARIS 18|75|118||CF|116||2|52,88|||||||||1|4|Local industriel. commercial ou assimilé||51|0|||
|||||||000001|05/01/2024|Vente|32000,00|64||RUE|2116|DE CLICHY|75009|PARIS 09|75|109||AB|28||19|6,46|||||||||1|3|Dépendance||0|0|||
|||||||000001|11/01/2024|Vente|10000,00|29||RUE|7619|DU PONT NEUF|75001|PARIS 01|75|101||AT|65||23|4,38|||||||||1|3|Dépendance||0|0|||
|||||||000001|08/01/2024|Vente|455000,00|44||RUE|9092|STEPHENSON|75018|PARIS 18|75|118||CJ|8||521||550||||||||2|3|Dépendance||0|0|||
|||||||000001|08/01/2024|Vente|455000,00|44||RUE|9092|STEPHENSON|75018|PARIS 18|75|118||CJ|8||521||550||||||||2|2|Appartement||66|4|||
|||||||000001|08/01/2024|Vente|455000,00|44||RUE|9092|STEPHENSON|75018|PARIS 18|75|118||CJ|8||521||550||||||||2|3|Dépendance||0|0|||
|||||||000001|10/01/2024|Vente|378000,00|65||RUE|3508|DU FBG DU TEMPLE|75010|PARIS 10|75|110||BJ|32||8||||||||||1|4|Local industriel. commercial ou assimilé||46|0|||
|||||||000001|10/01/2024|Vente|378000,00|65||RUE|3508|DU FBG DU TEMPLE|75010|PARIS 10|75|110||BJ|32||2||||||||||1|4|Local industriel. commercial ou assimilé||60|0|||
|||||||000001|09/01/2024|Vente|145000,00|18|B|RUE|2418|COYSEVOX|75018|PARIS 18|75|118||AJ|35||21|16,16|||||||||1|2|Appartement||18|1|||
|||||||000001|05/01/2024|Vente|5000,00|165||QUAI|9568|DE VALMY|75010|PARIS 10|75|110||BW|67||67||||||||||1|3|Dépendance||0|0|||
|||||||000001|08/01/2024|Vente|646500,00|25||RUE|6257|MELINGUE|75019|PARIS 19|75|119||EB|34||368||||||||||1|3|Dépendance||0|0|||
|||||||000001|08/01/2024|Vente|646500,00|33||RUE|3625|FESSART|75019|PARIS 19|75|119||EB|34||429||642|68,74|||||||2|3|Dépendance||0|0|||
|||||||000001|08/01/2024|Vente|646500,00|33||RUE|3625|FESSART|75019|PARIS 19|75|119||EB|34||429||642|68,74|||||||2|3|Dépendance||0|0|||
|||||||000001|08/01/2024|Vente|646500,00|33||RUE|3625|FESSART|75019|PARIS 19|75|119||EB|34||429||642|68,74|||||||2|2|Appartement||69|3|||
|||||||000001|12/01/2024|Vente|315000,00|58||RUE|6467|DU MONT CENIS|75018|PARIS 18|75|118||BK|68||15|41,22|||||||||1|2|Appartement||43|3|||
|||||||000001|12/01/2024|Vente|315000,00|58||RUE|6467|DU MONT CENIS|75018|PARIS 18|75|118||BK|68||15|41,22|||||||||1|3|Dépendance||0|0|||
|||||||000001|09/01/2024|Vente|365000,00|33||RUE|9988|YVES TOUDIC|75010|PARIS 10|75|110||BF|71||23|44,15|||||||||1|2|Appartement||41|3|||
|||||||000001|09/01/2024|Vente|365000,00|33||RUE|9988|YVES TOUDIC|75010|PARIS 10|75|110||BF|71||24||||||||||1|3|Dépendance||0|0|||
|||||||000001|04/01/2024|Vente|200000,00|39||RUE|9092|STEPHENSON|75018|PARIS 18|75|118||CG|75||10||45||||||||2|3|Dépendance||0|0|||
|||||||000001|04/01/2024|Vente|200000,00|39||RUE|9092|STEPHENSON|75018|PARIS 18|75|118||CG|75||10||45||||||||2|2|Appartement||30|2|||
|||||||000001|10/01/2024|Vente|289000,00|38||RUE|9348|DE TORCY|75018|PARIS 18|75|118||DA|18||7||||||||||1|3|Dépendance||0|0|||
|||||||000001|10/01/2024|Vente|289000,00|38||RUE|9348|DE TORCY|75018|PARIS 18|75|118||DA|18||7||||||||||1|2|Appartement||33|2|||
